link                                                                                                                                                                         ,size ,price       ,location                                                       ,amenities                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,description                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,building_name
https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-kshitija-shree-laxmi-residency-byculla-west-south-mumbai-405-sq-ft-spid-I80050315                           ,   1 ,    44500.0 ,"Byculla West, Mumbai"                                         ,"['1 Baths', 'Gated Society']"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,Available 1bhk flat for rent in byculla w                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,Kshitija Shree Laxmi Residency
https://www.99acres.com/lodha-the-park-worli-south-mumbai-npxid-r13344                                                                                                       ,   2 , 77300000.0 ,"Worli, Mumbai"                                                ,"['Swimming Pool', 'Gymnasium', 'Club House', 'Golf Course', 'Creche/Day Care', ""Children's Play Area"", 'Theatre', 'Park', 'Banquet Hall']"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,"Lodha The Park in Worli, Mumbai is a ready-to-move housing society. It offers apartments in varied budget range. These units are a perfect combination of comfort and style, specifically designed to suit your requirements and conveniences. This housing society is now ready to be called home as families have started moving in."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,Lodha The Park
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-rent-in-nri-complex-phase-1-sector-58-seawoods-navi-mumbai-3500-sq-ft-spid-G80473773                                ,   3 ,   130000.0 ,"Seawoods, Navi Mumbai"                                        ,"['Private Garden', 'East Facing', 'Full Power Backup']"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,"A well maintained 3 bhk penthouse in nri-1 is available with modernized semi furnished at palm beach road with fantastic sea facing in sea woods with all amenities & with big size bedrooms, is five mints walking distance from sea woods railway station."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,NRI Complex Phase 1
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-rent-in-seawoods-west-navi-mumbai-925-sq-ft-spid-P80363777                                                          ,   2 ,    60000.0 ,"Seawoods West, Navi Mumbai"                                   ,"['North-East Facing', 'Full Power Backup']"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,"This property is in vicinity to important points of interest and is close to school, close to railway station, close to mall and close to highway. Property has attached 2 bathrooms."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,On Request
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-rent-in-seawoods-west-navi-mumbai-1000-sq-ft-spid-V78026069                                                         ,   2 ,    50000.0 ,"Seawoods West, Navi Mumbai"                                   ,"['North-East Facing', 'Close to School']"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,"This property is close to school, close to hospital, close to market and close to railway station. This flat consists of 2 bathrooms & 1 balcony in 900 sq.Ft. Super built-Up area."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,On Request
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-rent-in-seawoods-west-navi-mumbai-1000-sq-ft-spid-P79598731                                                         ,   2 ,    40000.0 ,"Seawoods West, Navi Mumbai"                                   ,"['North-East Facing', 'Full Power Backup']"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,"A spacious 2 bhk flat for rent is available in seawoods west in shree om sadhguru chs, navi mumbai. Additionally, this property is in vicinity to important points of interest and is close to school, close to railway station, close to mall and close to highway."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,Shree Om Sadhguru chs
https://www.99acres.com/10-bhk-bedroom-apartment-flat-for-rent-in-sea-home-sector-36-seawoods-navi-mumbai-10000-sq-ft-r5-spid-F69676876                                      ,  10 ,   300000.0 ,"Seawoods, Navi Mumbai"                                        ,"['Private Garden', 'Full Power Backup']"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,"Situated in sector 36 seawoods navi mumbai, sea home is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 8000 sq.Ft. Big 10 bhk apartment now available for rent."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,Sea Home
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-rent-in-metro-the-palms-sector-50-seawoods-navi-mumbai-1280-sq-ft-spid-A80531783                                    ,   2 ,    75000.0 ,"Seawoods, Navi Mumbai"                                        ,"['East Facing', 'Close to School']"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,"Situated in sector 50 seawoods navi mumbai, metro the palms is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 2 bhk apartment now available for rent."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,Metro The Palms
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-rent-in-venkatesh-tower-sector-58a-seawoods-navi-mumbai-950-sq-ft-spid-T78634151                                    ,   2 ,    50000.0 ,"Seawoods, Navi Mumbai"                                        ,"['North-East Facing', 'Full Power Backup']"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,"This lovely 2 bhk apartment for rent in sector 58a seawoods is available in one of navi mumbai's most popular projects, venkatesh tower. This property is close to school, close to hospital, close to market and close to railway station."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,Venkatesh Tower
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-rent-in-l-and-t-seawoods-residences-sea-woods-navi-mumbai-710-sq-ft-spid-E78285785                                  ,   2 ,    65000.0 ,"Seawoods, Navi Mumbai"                                        ,"['East Facing', 'Private Garden']"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,"This property is close to school, close to hospital, close to market and close to railway station. This 2 bhk flat comes with 2 bathrooms set in 710 sq.Ft. Carpet usable area."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,L and T Seawoods Residences
https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-shivshakti-greens-badlapur-east-mumbai-beyond-thane-480-sq-ft-spid-A79793463                                ,   1 ,     5500.0 ,"Badlapur East, Thane"                                         ,['East Facing']                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,"A 1 bhk flat for rent in badlapur east close to all basic civic amenities is available for just 5500 in shivshakti greens, thane outskirts. This property offers access to nearby landmarks and is close to school, close to hospital, close to market and close to railway station."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,Shivshakti Greens
https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-prem-nagar-goregaon-west-western-mumbai-480-sq-ft-r3-spid-B76107771                                         ,   1 ,    10000.0 ,"Prem Nagar, Goregaon West, Mumbai"                            ,['Furnished']                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,"Fully furnished pg just 600m from goregaon station! Ideal for young working professionals, this happy place includes a bed, cupboard, wifi, maid service, geyser, refrigerator, washing machine, and ro system."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,"Mhada Complex, UnnatNagar 2"
https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-marve-road-mumbai-andheri-dahisar-300-sq-ft-spid-X80647911                                                  ,   1 ,     8500.0 ,"Marve Road, Malad West"                                       ,['1 Bath']                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,"Bmc colony gate no 2, malvani malad west mumbai , 24 hours water supply Opp to mangal murti hospital."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,Teacher Colony Malvani
https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-khaparidev-chs-parel-south-mumbai-280-sq-ft-r2-spid-S77760123                                               ,   1 ,     5000.0 ,"Parel, Mumbai"                                                ,['1 Bath']                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,Sharing room total person 5-6 living in home. Available only for 2 people. Available for male bachelor only. Unavailable for family and girls.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,Khaparidev CHS
https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-central-mumbai-suburbs-690-sq-ft-r1-spid-R80075109                                                          ,   1 ,    10000.0 ,Dombivli                                                       ,['2 Baths']                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,"Want to give 1 bhk on rent it includes king size bed, furniture, 2 wardrobe, showcase, dressing table, modular kitchen with trolley, 5 light, 4 fans, laptop/ computer table, book shelf, food storage, mandir, kitchen showcase. Net windows, adjust fan, pigeon net. Small small storage box in the hall, bedroom, kitchen. Good ventilation in our room .Fresh air, sunlight. 24 hour both water available"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,vishal park dombivli
https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-chawla-chawl-sra-chs-kandivali-west-mumbai-andheri-dahisar-200-sq-ft-spid-M80453377                         ,   1 ,     5000.0 ,"Kandivali West, Mumbai"                                       ,['1 Bath']                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,Me our wife sir do jan ke liye chaiye                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,Chawla Chawl SRA CHS
https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-vakola-western-mumbai-150-sq-ft-spid-K80358217                                                              ,   1 ,     5000.0 ,"Vakola, Santacruz East"                                       ,['1 Bath']                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,"Species room well maintain facility near by road, station, malls, stores etc this property is near by rameshwar vidya mandir school in vakola santacruz east."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,Santacruz East vakola
https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-versova-village-mumbai-andheri-dahisar-300-sq-ft-r2-spid-B77804977                                          ,   1 ,     5000.0 ,"Versova Village, Andheri West"                                ,['1 Bath']                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,"I'm looking for a flatmate for my 1bhk flat in versova. All basic facilities are there like gas , wifi , electricity and water. No deposit, no brokerage, only running rent.Only veg cooking allowed and no drinking / no smoking allowed. Rent rs.4500"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,chandi house varsova
