link                                                                                                                                                                         ,size ,price       ,location                                                       ,amenities                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,description                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,building_name
https://www.99acres.com/spenta-medius-matunga-west-mumbai-south-npxid-r251409                                                                                                ,   1 , 74900000.0 ,"Matunga, Mumbai"                                              ,"['RERA', 'Ready To Move']"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,"Spacious 1,2,3 BHK apartments in Matunga West are available for sale. This society is RERA approved."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,Spenta Medius
https://www.99acres.com/sobhaniye-riddhi-siddhi-apartment-matunga-east-mumbai-south-npxid-r79044                                                                             ,   1 , 81199999.0 ,"Matunga, Mumbai"                                              ,"['RERA', 'New Booking']"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,"Sobhaniye Riddhi Siddhi Apartment society now offers elegantly built 1,2,3,5 BHK apartments in Matunga East."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,Sobhaniye Riddhi Siddhi Apartment
https://www.99acres.com/johaan-signature-isle-matunga-east-mumbai-south-npxid-r333667                                                                                        ,   1 ,122800000.0 ,"Matunga, Mumbai"                                              ,"['RERA', 'New Booking']"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,"Check out 1,2,3,5 BHK apartments in Matunga East, now available for sale at Johaan Signature Isle."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,Johaan Signature Isle
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-matunga-west-mumbai-south-876-sq-ft-spid-M78708509                                                          ,   3 , 42000000.0 ,"Matunga, Mumbai"                                              ,"['Fresh Construction', 'Gated Society']"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,"Check out this 3 bhk apartment for sale in 153 skye, a popular residential project that houses in-Demand flats in matunga, mumbai south."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,153 Skye
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jivan-prakash-mahalaxmi-sindhi-colony-mumbai-south-776-sq-ft-spid-U80526113                                 ,   2 , 37500000.0 ,"Matunga, Mumbai"                                              ,"['North-East Facing', 'Gated Society']"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,"Check out this 2 bhk apartment for sale in jivan prakash, a popular residential project that houses in-Demand flats in mahalaxmi sindhi colony, mumbai south."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,Jivan Prakash
https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-colaba-south-mumbai-550-sq-ft-r1-spid-Y74998491                                                             ,   1 , 22500000.0 ,"Colaba, Mumbai"                                               ,[]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,"Ground floor flat with high ceiling and two entrances. Good location on colaba causeway. It can also be used as shop,office,showroom or other commercial use."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,glamour house
https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-ashoka-apartment-colaba-south-mumbai-550-sq-ft-r2-spid-N74580545                                            ,   1 , 22500000.0 ,"Colaba, Mumbai"                                               ,[]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,"Full furnished 1bhk apartment, good society, near all social needs"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,Ashoka Apartment
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-modern-flats-colaba-south-mumbai-960-sq-ft-spid-Q77078019                                                   ,   2 , 45000000.0 ,"Colaba, Mumbai"                                               ,[]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,"Very quite area , surrounded with trees, near to metro , with all amenities within reach"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,Modern Flats
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sangam-bhavan-apollo-bandar-mumbai-south-1100-sq-ft-spid-E75401051                                          ,   2 , 47300000.0 ,"Apollo Bandar, Colaba, Mumbai"                                ,[]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,"Very large living and dining room and both bedrooms as well. Very well furnished and maintained. Huge storage cabinet space. Entire flat is ventilated very well with huge and long windows along 80% of perimeter, leading to very good cross-Ventilation in every room and kitchen."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,Sangam Bhavan
https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-colaba-south-mumbai-3900-sq-ft-spid-M79715239                                                               ,   4 ,240000000.0 ,"Colaba, Mumbai"                                               ,[]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,"Highlights : Recently Renovated, Private Garden"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,Waterfront Tower
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-pushpa-vihar-colaba-south-mumbai-890-sq-ft-spid-H80540307                                                   ,   2 , 41000000.0 ,"Colaba, Mumbai"                                               ,[]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,"Highlights : North-East Facing, Close to Market"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,Pushpa Vihar
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-apollo-bandar-mumbai-south-825-sq-ft-spid-O80478503                                                         ,   2 , 36000000.0 ,"Apollo Bandar, Colaba, Mumbai"                                ,[]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,"Highlights : North-East Facing, Close to Market"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,Sea King
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-pushpa-bhavan-colaba-south-mumbai-1225-sq-ft-spid-G80515747                                                 ,   3 , 50000000.0 ,"Colaba, Mumbai"                                               ,[]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,"Highlights : North-East Facing, Close to Market"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,Pushpa Bhavan
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-kalpana-chs-colaba-south-mumbai-600-sq-ft-spid-R79928549                                                    ,   2 , 20000000.0 ,"Colaba, Mumbai"                                               ,[]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,"Highlights : Ground Floor, Gated Society"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,Kalpana CHS
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sea-kunal-waterfront-tower-colaba-south-mumbai-2990-sq-ft-spid-J80421561                                    ,   3 ,285000000.0 ,"Colaba, Mumbai"                                               ,[]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,"Highlights : Gated Society, Fitness Center/ Gym"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,Sea Kunal Waterfront Tower
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-lodha-new-cuffe-parade-wadala-south-mumbai-2142-sq-ft-r1-spid-Q78829541                                     ,   3 , 46000000.0 ,"Wadala, Mumbai"                                               ,"['Private Garden', 'Recently Renovated']"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,"This 3 bhk flat is located in lodha new cuffe parade, which houses some of the most spacious flats in wadala, mumbai south. Constructed on a super built up area of 2142 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and more than 3 balconies. The flat has a total of 40 floors and this property is situated on 37th floor. As the project is already ready to move, so you can easily move into ..."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,Lodha New Cuffe Parade
https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-odyssey-chs-mumbai-wadala-south-mumbai-580-sq-ft-r2-spid-R72813111                                          ,   1 , 12500000.0 ,"Wadala, Mumbai"                                               ,"['Corner Property', 'Overlooking Park/Garden']"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,"This beautiful 1 bhk flat in wadala, mumbai harbour is situated in odyssey chs mumbai, one of the popular residential society in mumbai harbour. The flat is over 580 sq.Ft. Super built up area and comes with 1 bedroom(s), 2 bathrooms . This flat lies on the 13th level of a 14 storey building. An added advantage of this 10 years old flat is that it is available for immediate possession as the pr..."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,Odyssey CHS Mumbai
https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-harasiddh-viraaj-malad-east-mumbai-andheri-dahisar-420-sq-ft-spid-L80262867                                 ,   1 , 12000000.0 ,"Malad East, Mumbai"                                           ,"['Close to School', 'Fresh Construction']"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,"This 1 bhk flat is located in harasiddh viraaj, which houses some of the most spacious flats in malad east, western mumbai. The flat is over 420 sq.Ft. Carpet area and comes with 1 bedroom(s), 2 bathroom . This flat lies on the 5th level of a 23 storey building. This is a ready to move project and the property is 0-1 year old. Harasiddh viraaj is designed very well to provide modern facilities ..."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,Harasiddh Viraaj
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-godrej-nest-kandivali-east-mumbai-andheri-dahisar-960-sq-ft-spid-Z79332277                                  ,   2 , 16500000.0 ,"Kandivali East, Mumbai"                                       ,"['East Facing', 'Close to Metro Station']"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,"This beautiful 2 bhk flat in kandivali east, western mumbai is situated in godrej nest, one of the popular residential society in western mumbai. The flat is facing the east direction. The flat is over 960 sq.Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms . The flat has a total of 20 floors and this property is situated on 12th floor. As the project is already ready to move, s..."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,Godrej Nest
